Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
26349,0.51,Very Good,J,VS2,63.1,56.0,5.13,5.1,3.23,1080
8449,0.33,Ideal,G,VS2,61.2,55.0,4.49,4.46,2.74,743
2944,0.35,Ideal,F,VS2,62.6,56.0,4.49,4.52,2.82,706
6028,0.54,Premium,D,SI1,62.0,55.0,5.24,5.21,3.24,1786
14288,1.47,Premium,G,VS2,62.8,57.0,7.27,7.22,4.55,11113
19587,0.72,Ideal,G,VS1,61.2,57.0,5.76,5.79,3.53,3478
8537,0.31,Very Good,G,SI1,62.8,55.0,4.32,4.38,2.73,462
10343,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,6502
24589,1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842
15431,0.71,Good,H,SI1,63.5,57.0,5.63,5.67,3.59,2096
6338,0.33,Very Good,D,VS2,62.9,54.0,4.4,4.44,2.78,660
4230,1.0,Ideal,E,SI2,61.8,57.0,6.39,6.43,3.96,4743
19806,0.3,Very Good,F,VVS2,64.2,56.0,4.22,4.26,2.72,613
6001,1.09,Ideal,E,SI1,61.1,55.0,6.66,6.7,4.08,5935
4247,0.5,Ideal,F,SI2,61.6,57.0,5.14,5.08,3.15,1016
6080,0.83,Ideal,F,SI1,61.8,55.0,6.01,6.06,3.73,4009
673,1.02,Very Good,E,VS1,58.9,59.0,6.52,6.65,3.88,7253
2871,0.54,Ideal,F,VS2,60.1,56.0,5.31,5.28,3.18,1786
15115,1.02,Premium,H,VS2,62.5,60.0,6.43,6.38,4.0,5312
22741,1.02,Fair,F,SI1,64.8,59.0,6.33,6.23,4.07,5255
1132,0.41,Premium,F,SI1,61.0,60.0,4.81,4.77,2.92,969
13546,1.33,Very Good,J,SI1,64.0,53.0,6.93,7.01,4.46,5327
17757,1.01,Good,H,SI2,65.7,60.0,6.17,6.19,4.06,3926
2265,0.53,Premium,D,VS2,60.2,58.0,5.26,5.23,3.16,1904
10746,0.35,Ideal,J,VS2,,55.0,4.55,4.57,2.8,446
1342,0.3,Very Good,E,VVS1,61.8,56.0,4.29,4.32,2.66,1006
14335,0.56,Ideal,F,SI1,60.1,58.0,5.36,5.39,3.23,1394
18764,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,1421
17610,0.73,Ideal,G,VVS2,,55.0,5.83,5.77,3.59,2919
15474,1.33,Premium,G,SI2,60.3,58.0,7.19,7.16,4.33,6685
10752,0.9,Good,F,VS2,65.0,58.0,6.03,6.06,3.93,4268
8926,0.7,Good,H,VVS2,63.7,54.0,5.72,5.62,3.61,2427
14850,1.0,Very Good,E,VS2,62.1,59.0,6.34,6.38,3.95,6600
14966,0.7,Premium,E,VS2,62.6,56.0,5.71,5.66,3.56,2822
13343,0.72,Premium,J,VS2,61.7,58.0,5.77,5.67,3.53,2043
4257,1.26,Very Good,H,SI1,62.5,56.0,6.88,6.93,4.31,7477
7522,0.42,Very Good,I,SI1,63.5,54.0,4.76,4.72,3.01,829
2288,0.37,Ideal,G,SI1,61.8,55.0,4.62,4.64,2.86,745
21051,0.52,Ideal,G,IF,61.7,56.0,5.19,5.15,3.19,2387
1684,1.08,Ideal,E,SI2,61.7,57.0,6.55,6.6,4.06,4989
11349,0.61,Ideal,G,SI1,61.4,56.0,5.46,5.49,3.36,1659
8720,0.57,Very Good,E,VS2,60.7,58.0,5.37,5.33,3.25,1732
25886,1.0,Good,E,SI2,62.1,61.0,6.36,6.4,3.96,4307
13677,0.35,Ideal,I,SI1,62.2,54.0,4.52,4.55,2.82,491
13388,0.92,Very Good,F,SI2,62.9,58.0,6.18,6.22,3.9,3763
15646,0.41,Ideal,G,VS2,62.7,56.0,4.74,4.77,2.98,827
21551,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54,599
7314,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,2647
12526,0.27,Very Good,F,VVS1,61.8,56.0,4.15,4.17,2.57,682
6632,0.78,Good,E,SI1,57.9,62.0,6.06,6.03,3.5,2723
8798,0.37,Good,I,VS2,64.0,56.0,4.58,4.45,2.89,473
6649,0.36,Ideal,G,VS1,61.1,55.0,4.63,4.66,2.84,746
5646,0.51,Good,E,SI1,63.9,56.0,5.11,5.07,3.25,1443
8170,1.0,Premium,F,SI1,61.2,58.0,6.44,6.4,3.93,5292
25913,0.31,Ideal,E,VS2,61.8,54.0,4.37,4.34,2.69,872
6631,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,2697
6392,0.41,Very Good,E,SI1,63.1,57.0,4.78,4.73,3.0,904
15020,0.32,Ideal,F,VS1,61.9,56.0,4.35,4.4,2.71,702
17533,0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2198
557,0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630
21200,0.31,Premium,F,VS2,61.4,55.0,4.34,4.32,2.66,802
7970,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2029
14382,0.32,Good,H,SI1,63.1,54.0,4.36,4.42,2.77,449
16144,1.07,Good,H,SI1,58.1,60.0,6.72,6.78,3.92,4832
18636,0.71,Ideal,G,SI1,61.6,56.0,5.73,5.76,3.54,2649
26769,1.06,Ideal,F,VS1,61.9,57.0,6.53,6.55,4.05,7345
2614,1.05,Premium,H,VS2,60.5,58.0,6.7,6.63,4.03,4739
22813,1.41,Premium,H,SI2,59.1,57.0,7.41,7.34,4.36,7106
2228,0.44,Ideal,E,VVS2,60.9,57.0,4.9,4.95,3.0,1274
3813,1.13,Premium,G,SI1,60.9,60.0,6.76,6.67,4.09,5376
19171,1.0,Premium,H,VS2,60.4,58.0,6.51,6.46,3.92,4984
17488,1.56,Ideal,F,SI1,61.2,57.0,7.48,7.52,4.59,11047
10255,0.36,Premium,E,VS2,,58.0,4.56,4.54,2.82,1013
4910,0.3,Premium,E,VS1,61.4,59.0,4.32,4.28,2.64,814
17947,2.25,Premium,H,SI1,,61.0,8.47,8.41,5.19,17233
22669,0.59,Very Good,H,VVS2,61.1,57.0,5.39,5.48,3.32,1771
5168,0.9,Premium,D,SI1,62.7,58.0,6.15,6.09,3.84,4304
20749,0.26,Very Good,D,VS1,60.0,56.0,4.15,4.18,2.5,425
1194,0.3,Ideal,D,VS2,62.4,55.0,4.3,4.32,2.69,616
24319,0.35,Premium,F,VS1,60.7,58.0,4.58,4.54,2.77,984
8292,1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,4829
11318,0.66,Good,F,VS2,61.5,60.8,5.55,5.6,3.43,2275
11271,0.9,Premium,E,VS2,61.4,57.0,6.19,6.16,3.79,4435
4090,0.41,Very Good,D,SI1,63.1,57.0,4.73,4.68,2.97,920
7364,0.41,Premium,J,VS1,62.1,58.0,4.79,4.75,2.96,830
23072,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,668
16727,0.74,Good,E,VS1,63.1,58.0,5.73,5.75,3.62,2824
23820,0.46,Very Good,E,SI1,61.8,57.0,4.93,4.98,3.06,968
17163,1.01,Very Good,F,IF,59.6,62.0,6.47,6.56,3.88,9965
25385,0.82,Very Good,G,SI2,63.4,55.0,5.96,5.93,3.77,2232
337,1.52,Premium,D,SI2,60.6,62.0,7.42,7.37,4.48,9561
26955,0.5,Good,G,VVS2,63.8,56.0,5.06,5.03,3.22,1806
21392,0.71,Very Good,H,VS1,62.7,57.0,5.66,5.72,3.57,2559
5682,1.01,Good,H,SI1,60.3,64.0,6.52,6.49,3.92,4320
3859,0.34,Ideal,D,SI1,62.0,55.0,4.5,4.53,2.8,584
3816,1.42,Premium,G,VS1,62.1,56.0,7.27,7.22,4.5,11434
17105,1.2,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.2,6380
8458,0.32,Very Good,H,VS1,61.7,58.0,4.37,4.41,2.71,561
10510,0.28,Ideal,G,VVS1,61.8,55.0,4.19,4.23,2.6,650
21685,0.35,Ideal,H,VVS2,62.5,57.0,4.48,4.54,2.82,706
533,0.9,Very Good,D,SI1,62.7,56.0,6.12,6.16,3.85,4381
4917,0.33,Premium,G,VS1,61.6,57.0,4.51,4.42,2.75,797
12616,1.01,Ideal,J,VS2,62.2,54.0,6.41,6.47,4.01,4443
3500,0.54,Premium,E,VS2,59.2,58.0,5.32,5.35,3.16,1754
21373,0.3,Very Good,G,VVS1,62.8,58.0,4.27,4.3,2.69,789
23920,1.5,Good,H,VS2,64.0,58.0,7.14,7.17,4.58,9620
24065,2.0,Good,H,VS2,63.8,59.0,7.88,8.01,5.07,18023
11939,0.34,Ideal,E,VS2,62.6,57.0,4.47,4.45,2.79,956
15717,0.7,Premium,G,VS2,62.1,60.0,5.71,5.65,3.53,2314
19219,0.91,Very Good,J,I1,63.1,57.0,6.12,6.06,3.84,2048
24726,1.1,Ideal,E,VVS1,61.1,56.0,6.69,6.73,4.1,12748
661,0.32,Good,E,VS1,60.3,64.0,4.42,4.44,2.67,756
21580,0.47,Ideal,H,VS2,62.7,55.0,5.08,4.95,3.15,1058
7927,0.32,Premium,D,SI1,63.0,58.0,4.4,4.36,2.76,756
8024,0.3,Very Good,I,SI1,62.2,57.0,4.25,4.27,2.65,394
12716,0.38,Ideal,D,VS1,62.1,53.9,4.65,4.67,2.9,1092
3603,0.35,Ideal,D,SI1,62.3,57.0,4.5,4.52,2.81,644
9370,1.52,Good,H,SI1,64.1,59.0,7.11,7.18,4.58,8915
9994,1.25,Very Good,F,VS2,62.5,59.0,6.81,6.89,4.28,9377
8397,1.7,Ideal,H,VS1,61.5,55.0,7.69,7.73,4.74,16240
1944,1.53,Premium,G,VVS2,62.5,60.0,7.31,7.34,4.58,15365
16259,1.01,Good,J,VS1,61.5,61.0,6.39,6.45,3.95,4189
18765,0.43,Ideal,G,VVS1,61.4,55.0,4.86,4.91,3.0,1207
6442,0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,783
10438,0.91,Very Good,H,VS2,59.9,62.0,6.26,6.33,3.77,4201
23035,0.91,Good,I,SI2,57.9,60.0,6.46,6.39,3.72,3061
11264,1.01,Good,E,VS1,63.6,57.0,6.41,6.35,4.06,7665
25369,2.4,Ideal,J,SI1,62.0,57.0,8.53,8.47,5.27,12468
15069,0.3,Ideal,I,VS2,61.5,58.0,4.28,4.31,2.64,438
11595,0.5,Good,E,VVS2,,62.0,5.04,5.09,3.12,2437
23628,0.9,Ideal,E,SI2,62.1,56.0,6.25,6.19,3.86,3804
15630,0.33,Ideal,E,VS2,61.3,55.0,4.46,4.48,2.74,723
18609,0.76,Ideal,E,VS2,61.5,56.0,5.89,5.92,3.63,3249
3104,0.41,Ideal,J,VS1,62.2,54.5,4.75,4.76,2.96,674
12470,0.52,Premium,G,VS1,,60.0,5.13,5.19,3.16,1689
2428,0.62,Ideal,E,SI1,60.7,56.0,5.54,5.57,3.37,2156
12310,0.34,Premium,D,VS2,59.3,59.0,4.59,4.55,2.71,881
8291,0.9,Premium,G,VS2,62.9,62.0,6.06,6.02,3.8,3850
8472,1.0,Fair,E,SI2,66.6,59.0,6.07,6.01,4.02,3136
24168,0.41,Good,E,SI2,63.8,57.0,4.68,4.75,3.01,638
10262,1.03,Ideal,G,VS1,61.7,56.0,6.47,6.53,4.01,7587
12211,0.42,Ideal,H,VVS1,61.3,56.0,4.83,4.86,2.97,1625
17466,0.53,Very Good,D,SI1,61.4,57.0,5.2,5.26,3.21,1631
20176,0.61,Very Good,E,SI1,62.1,55.0,5.43,5.46,3.38,1829
7194,1.4,Ideal,H,SI2,61.2,56.0,7.18,7.23,4.41,7084
22396,0.7,Very Good,I,VS1,62.4,59.0,5.55,5.64,3.49,2274
5884,2.01,Premium,J,SI1,63.0,57.0,8.07,8.0,5.06,13219
19305,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1621
15813,1.01,Good,F,SI2,63.0,60.0,6.28,6.35,3.98,3827
19838,1.2,Very Good,H,VS1,62.0,57.0,6.77,6.81,4.21,6177
6793,1.33,Premium,G,VS2,62.3,59.0,7.02,6.97,4.36,9682
6274,0.71,Good,D,VS2,63.6,54.0,5.7,5.75,3.64,4289
21526,1.12,Very Good,H,SI2,62.4,55.0,6.63,6.68,4.15,4538
23429,0.33,Premium,H,VS1,62.4,60.0,4.39,4.42,2.75,540
14119,1.13,Premium,I,SI1,62.8,57.0,6.68,6.64,4.18,4746
10008,0.51,Ideal,F,VVS2,61.7,56.0,5.11,5.13,3.16,2197
5274,0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55,2818
12226,0.5,Premium,E,VS2,62.6,60.0,5.03,5.0,3.14,1629
8922,0.52,Ideal,G,VS1,61.8,55.0,5.17,5.21,3.21,1689
26472,0.7,Ideal,F,SI1,62.3,57.0,5.68,5.64,3.53,2596
10649,1.02,Very Good,G,VS1,62.4,58.0,6.37,6.42,3.99,6622
20171,0.32,Ideal,F,VVS2,62.1,56.0,4.4,4.46,2.75,741
8231,0.59,Ideal,E,SI1,62.0,57.0,5.36,5.39,3.33,1607
11861,0.41,Ideal,E,VVS2,62.0,55.0,4.73,4.79,2.95,918
18104,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63,2375
15023,2.19,Premium,I,SI2,60.8,60.0,8.34,8.38,5.08,15032
24752,1.03,Ideal,E,SI1,62.0,53.0,6.47,6.5,4.02,5608
16069,2.0,Ideal,F,SI2,62.0,57.0,8.03,8.1,5.0,17710
20515,1.34,Ideal,I,VS1,62.2,57.0,7.02,7.06,4.38,7016
3465,0.34,Premium,D,SI1,62.7,59.0,4.42,4.45,2.78,626
18238,0.4,Premium,H,SI1,61.9,57.0,4.75,4.71,2.93,969
23037,0.34,Ideal,D,SI1,61.5,53.0,4.51,4.53,2.78,626
21345,0.5,Premium,E,SI1,63.0,61.0,5.07,5.03,3.18,1374
17001,2.01,Ideal,I,VS2,64.8,55.0,7.91,7.87,5.12,15729
10341,0.7,Premium,H,SI2,62.1,62.0,5.67,5.63,3.51,1999
18613,0.75,Very Good,I,VVS2,62.0,59.0,5.81,5.83,3.61,2749
11163,1.0,Fair,E,VS2,57.4,58.0,6.57,6.64,3.79,6268
5093,0.3,Premium,I,VVS2,61.7,58.0,4.28,4.37,2.67,526
18666,0.34,Ideal,D,SI1,60.4,57.0,4.51,4.53,2.73,626
12104,1.22,Premium,J,SI2,62.6,59.0,6.79,4.24,3.76,3156
11157,0.32,Very Good,F,VS1,62.2,55.0,4.37,4.39,2.72,616
4146,0.4,Premium,F,VS2,59.7,58.0,4.83,4.79,2.87,1080
969,1.04,Ideal,D,VS1,61.6,57.0,6.52,6.56,4.03,10709
6607,0.76,Ideal,J,SI1,61.9,53.0,5.85,5.92,3.64,1859
10374,0.31,Ideal,E,VVS2,61.1,56.0,4.38,4.39,2.68,864
21214,1.52,Premium,H,VS1,61.4,58.0,7.44,7.3,4.55,11621
939,0.31,Premium,E,SI1,,60.0,4.42,4.36,2.6,698
24826,0.3,Very Good,G,VS1,63.1,59.0,4.27,4.25,2.69,776
849,0.91,Premium,F,SI2,58.2,61.0,6.58,6.41,3.77,3746
12730,1.11,Ideal,H,SI2,61.4,57.0,6.63,6.67,4.08,4709
16739,0.51,Very Good,E,VS1,61.6,59.0,5.1,5.12,3.15,1778
20369,0.71,Premium,E,VS2,62.2,59.0,5.79,5.76,3.59,3101
850,1.01,Premium,H,VS2,62.3,60.0,6.32,6.27,3.92,4909
4792,0.34,Premium,G,VS2,60.2,58.0,4.56,4.51,2.73,765
21920,0.32,Premium,F,VVS2,62.2,59.0,4.41,4.34,2.72,806
1731,0.33,Premium,G,VVS1,61.9,59.0,4.38,4.41,2.72,868
15313,1.7,Very Good,J,SI1,61.9,59.0,7.59,7.64,4.71,8870
23148,0.7,Very Good,G,VS1,62.5,58.0,5.63,5.69,3.54,2437
2393,0.33,Premium,H,VS1,59.5,59.0,4.53,4.48,2.68,743
22624,1.0,Fair,I,VS1,65.3,55.0,6.34,6.25,4.11,3763
24823,0.4,Good,G,SI2,63.1,59.0,4.65,4.7,2.95,596
13470,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4544
417,0.7,Very Good,E,SI1,61.2,57.0,5.68,5.73,3.49,2753
21802,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,6279
6075,1.21,Ideal,G,VS1,61.8,55.0,6.81,6.87,4.23,8864
15761,0.9,Very Good,H,SI2,61.1,63.0,6.19,6.12,3.76,3105
355,1.01,Good,G,SI1,60.7,59.0,6.35,6.4,3.87,4672
10624,0.33,Premium,E,VS1,61.5,59.0,4.42,4.46,2.73,781
8669,0.39,Ideal,I,SI1,62.1,55.0,4.66,4.71,2.91,609
4673,0.51,Very Good,F,VS1,60.0,59.0,5.18,5.22,3.12,1680
17924,1.72,Premium,H,SI1,61.4,59.0,7.71,7.64,4.71,12998
18005,0.35,Ideal,G,VVS2,61.8,55.0,4.54,4.56,2.81,756
19377,1.01,Premium,G,SI1,,59.0,6.48,6.44,3.96,5006
12105,1.02,Very Good,G,VS2,61.9,54.0,6.45,6.48,4.0,6569
5065,0.75,Premium,D,SI1,59.2,58.0,5.96,5.93,3.52,3024
1582,0.71,Very Good,I,VS1,62.2,59.0,5.7,5.74,3.56,2432
170,0.31,Ideal,D,SI1,62.0,55.0,4.36,4.38,2.71,571
10651,0.7,Good,D,SI2,58.5,65.0,5.79,5.76,3.38,2310
9057,1.01,Very Good,D,SI2,62.8,59.0,6.34,6.44,4.01,4588
13854,0.31,Very Good,J,SI2,63.3,58.0,4.35,4.34,2.75,430
4062,0.31,Ideal,H,IF,60.0,57.0,4.41,4.39,2.64,1046
20065,1.51,Very Good,I,SI1,63.1,56.0,7.28,7.33,4.61,7891
14351,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1612
9557,0.77,Ideal,E,VS2,61.0,56.0,5.91,5.96,3.62,3303
7652,0.42,Ideal,D,VS2,61.5,55.0,4.83,4.86,2.98,961
4464,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,709
25771,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4969
12520,0.3,Ideal,D,VS2,62.3,58.0,4.25,4.29,2.66,670
7216,0.54,Premium,D,SI1,58.3,61.0,5.38,5.32,3.12,1770
1027,1.22,Premium,H,SI2,60.7,59.0,6.91,6.87,4.18,5671
11589,0.78,Ideal,J,VS1,61.4,57.0,5.9,5.93,3.63,2426
20830,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,4981
22579,1.02,Ideal,E,SI1,62.2,54.7,6.44,6.47,4.01,5840
5794,0.55,Premium,G,SI1,,56.0,5.28,5.22,3.26,1321
9661,0.7,Fair,E,SI2,65.0,54.0,5.56,5.52,3.6,2600
21331,0.72,Ideal,G,SI1,61.8,56.0,5.7,5.76,3.55,3048
3722,0.9,Very Good,F,SI1,63.4,58.0,6.09,6.12,3.87,3950
9456,0.33,Ideal,E,VS2,62.6,57.0,4.42,4.37,2.75,928
2515,1.5,Fair,D,VS2,65.4,53.0,7.12,7.1,4.65,12606
2317,0.72,Ideal,G,SI1,61.9,54.0,5.78,5.81,3.59,2548
1785,1.01,Very Good,I,SI2,63.1,54.0,6.39,6.35,4.02,3818
7524,0.42,Ideal,D,VS2,62.1,54.0,4.8,4.83,2.99,1031
17747,0.9,Very Good,H,VS1,63.2,59.0,6.08,6.11,3.85,4324
7294,0.58,Ideal,D,VVS2,62.1,57.0,5.32,5.4,3.32,2617
17280,1.51,Premium,E,SI1,61.5,58.0,7.33,7.38,4.52,12530
10003,0.72,Premium,H,SI1,61.5,59.0,5.71,5.67,3.5,2376
9368,0.51,Very Good,G,VS1,61.1,56.0,5.17,5.2,3.17,1668
26041,1.5,Ideal,F,VS2,60.2,57.0,7.43,7.39,4.46,13653
25813,1.0,Premium,F,VVS2,61.3,55.0,6.44,6.41,3.94,8602
3780,0.55,Ideal,J,SI1,62.5,57.0,5.24,5.22,3.27,1059
25730,2.2,Premium,G,SI1,60.5,55.0,8.49,8.42,5.11,18193
21223,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,3130
18839,0.9,Very Good,G,SI1,63.8,57.0,6.04,6.13,3.88,3752
18344,1.42,Good,H,SI2,61.8,61.0,7.01,7.09,4.36,7437
24448,1.25,Premium,D,SI2,63.0,62.0,6.86,6.82,4.3,5947
15570,0.8,Premium,F,VS2,62.4,59.0,5.92,5.85,3.67,3285
6948,0.32,Ideal,H,VVS1,60.4,57.0,4.46,4.42,2.68,936
9844,0.71,Ideal,H,SI1,61.3,58.0,5.73,5.78,3.53,2368
24132,1.04,Very Good,G,VS1,63.4,59.0,6.46,6.38,4.07,6814
18715,1.04,Ideal,J,SI1,62.0,53.0,6.51,6.55,4.05,4469
23316,0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,576
4813,0.33,Premium,H,VS2,61.4,58.0,4.49,4.44,2.74,668
22064,2.03,Ideal,H,SI1,60.8,57.0,8.24,8.18,4.99,18026
26961,1.1,Very Good,D,SI2,,63.0,6.76,6.69,3.94,4361
957,0.33,Ideal,F,VS2,61.9,57.0,4.4,4.42,2.73,666
24798,0.54,Ideal,F,VS1,61.8,54.0,5.24,5.27,3.25,1724
10011,1.07,Ideal,F,SI2,62.0,57.0,6.49,6.6,4.06,4678
25920,0.41,Ideal,D,VS2,62.2,54.0,4.77,4.81,2.98,1007
8989,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,17392
6619,0.32,Good,E,SI1,,56.0,4.34,4.38,2.77,524
43,0.43,Premium,F,SI1,60.5,60.0,4.88,4.84,2.94,1016
5228,0.32,Good,H,VS1,63.1,57.0,4.34,4.37,2.75,561
3192,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
8067,0.5,Very Good,I,SI1,63.2,57.0,5.07,5.09,3.21,1087
2785,2.25,Good,J,SI1,62.4,61.0,8.29,8.35,5.19,15287
15358,1.0,Ideal,F,SI1,63.0,56.0,6.41,6.38,4.03,5656
25681,0.3,Ideal,G,VS1,62.5,57.0,4.32,4.29,2.69,776
19255,0.52,Ideal,G,IF,61.7,56.0,5.15,5.19,3.19,2267
23076,0.7,Fair,H,VS1,64.9,56.0,5.68,5.56,3.65,2152
947,0.33,Premium,E,VS2,61.5,59.0,4.42,4.46,2.73,723
11408,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6976
10966,0.53,Very Good,G,SI1,61.0,55.0,5.21,5.32,3.21,1219
12737,2.04,Premium,J,VS2,,59.0,8.25,8.21,5.01,11209
20769,0.53,Good,E,VS1,63.2,56.0,5.14,5.18,3.26,1776
24330,0.31,Ideal,E,IF,61.9,56.0,4.37,4.35,2.7,1133
5189,0.79,Good,J,VS2,57.6,59.0,6.13,6.06,3.51,2048
17685,0.77,Very Good,J,SI1,61.0,59.0,5.94,5.99,3.64,2086
12895,1.21,Premium,D,SI2,62.5,57.0,6.79,6.71,4.22,6505
2054,1.21,Ideal,H,SI1,62.7,56.0,6.81,6.78,4.26,4249
23935,0.7,Ideal,G,VS2,62.9,56.0,5.7,5.65,3.57,2375
10668,2.5,Premium,H,SI2,62.4,59.0,8.61,8.54,5.35,15934
9266,0.7,Premium,J,SI1,61.3,59.0,5.75,5.73,3.52,1827
7596,1.2,Very Good,F,VS2,,55.0,6.75,6.8,4.26,8454
689,0.27,Ideal,H,VVS2,62.1,57.0,4.15,4.1,2.56,623
5423,1.5,Good,E,SI1,64.2,55.0,7.17,7.22,4.62,12754
2266,1.3,Ideal,H,SI2,,57.0,7.09,7.04,4.32,6552
26752,0.53,Ideal,E,VVS1,61.5,54.0,5.25,5.23,3.22,3352
12878,1.68,Ideal,H,VS2,61.3,56.0,7.77,7.67,4.73,13427
17600,0.31,Premium,I,VVS2,62.1,58.0,4.33,4.37,2.7,544
6132,1.2,Premium,G,VS1,62.0,58.0,6.76,6.73,4.18,8911
8174,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4588
13505,0.53,Ideal,E,VS2,61.4,56.0,5.21,5.24,3.21,1721
11459,1.01,Very Good,F,SI1,59.7,61.0,6.49,6.55,3.89,4899
10811,0.32,Very Good,G,IF,,55.0,4.37,4.4,2.75,872
19260,0.3,Ideal,H,VVS1,62.2,55.0,4.3,4.32,2.68,665
7162,1.01,Very Good,F,SI2,59.1,57.0,6.57,6.62,3.9,4304
2593,0.36,Ideal,E,SI1,62.4,55.0,4.55,4.52,2.83,810
7565,0.72,Premium,D,VS1,62.7,56.0,5.76,5.69,3.59,3601
12956,0.54,Ideal,G,VS2,60.7,56.0,5.29,5.25,3.2,1637
3092,0.3,Very Good,D,VVS2,63.5,58.0,4.31,4.23,2.71,1010
22256,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,1446
15497,0.8,Good,E,VS2,63.4,56.0,5.88,5.92,3.74,3273
12994,0.3,Ideal,G,VVS1,62.3,54.0,4.33,4.31,2.69,1013
25207,0.71,Premium,I,SI2,62.1,58.0,5.7,5.67,3.53,1696
21183,0.51,Premium,E,SI2,60.3,56.0,5.22,5.19,3.14,1205
5599,0.31,Fair,G,VS1,64.6,55.0,4.31,4.26,2.77,695
4921,0.41,Premium,G,VS2,,59.0,4.85,4.8,2.93,990
23330,0.31,Ideal,E,VS2,61.6,57.0,4.38,4.35,2.69,872
12363,0.41,Very Good,F,SI1,63.3,57.0,4.72,4.69,2.98,969
12261,1.7,Premium,G,VS2,60.9,60.0,7.71,7.68,4.69,16123
12893,1.5,Very Good,H,SI1,63.4,57.0,7.27,7.23,4.59,7708
10827,0.3,Premium,D,SI1,58.8,57.0,4.44,4.4,2.6,662
20421,1.01,Very Good,F,SI1,62.8,58.0,6.35,6.43,4.01,4759
8588,0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,1840
5737,0.41,Ideal,H,IF,62.1,56.0,4.76,4.74,2.95,1243
17686,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,829
1421,0.91,Good,I,VS2,64.3,58.0,6.05,6.09,3.9,2863
5972,1.25,Ideal,H,VS1,62.1,57.0,6.89,6.92,4.29,8365
288,0.7,Very Good,F,VVS2,58.7,63.0,5.82,5.79,3.41,3234
5626,0.4,Very Good,F,VS1,61.5,59.0,4.71,4.76,2.91,982
4369,1.01,Premium,H,SI1,61.3,58.0,6.47,6.39,3.94,4513
25247,0.31,Premium,G,VS1,61.8,59.0,4.32,4.35,2.68,625
11841,0.49,Premium,H,VS2,59.6,62.0,5.17,5.14,3.07,965
11918,0.3,Ideal,D,SI2,61.1,55.0,4.32,4.35,2.65,447
11711,0.83,Fair,I,VS2,64.9,58.0,5.9,5.84,3.81,2577
24787,1.01,Ideal,I,SI1,62.5,56.0,6.4,6.44,4.01,4413
296,0.32,Ideal,G,VVS2,61.6,55.0,4.4,4.43,2.72,708
14227,1.0,Very Good,E,VS2,62.8,60.0,6.32,6.36,3.98,6600
7984,0.31,Ideal,G,SI1,63.0,56.0,4.34,4.3,2.72,593
4353,1.01,Premium,F,SI2,61.7,60.0,6.42,6.36,3.94,4616
24927,0.9,Premium,J,VS1,62.1,62.0,6.12,6.05,3.78,2964
4657,1.01,Very Good,H,SI1,61.8,59.0,6.37,6.41,3.95,4876
24863,1.0,Very Good,F,SI1,61.4,62.0,6.32,6.36,3.89,4851
3422,0.36,Premium,D,SI1,61.4,58.0,4.59,4.56,2.81,851
16300,0.7,Very Good,I,VVS2,58.6,60.0,5.79,5.91,3.43,2106
17962,0.3,Ideal,I,VS1,62.2,56.0,4.27,4.31,2.67,518
26567,1.4,Premium,I,VVS2,62.0,58.0,7.22,7.16,4.46,8467
17584,1.01,Fair,F,SI1,,60.0,6.15,6.13,4.06,3197
